,LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
581,LB-99491,TRESCA RESTAURANT GROUP LLC,TRESCA,1) BAR TO HAVE NO MORE THAN 10 SEATS AND SEATING BY MAITRE'D ONLY AT THE BAR. 2) 12:30 A.M. CLOSING HOUR THURSDAY/FRIDAY/SATURDAY.ALL PATRONS OFF PREMISES BY 1:00 A.M. 3) ACCORDIAN WINDOWS CLOSED BY MIDNIGHT.,ENTIRE 2ND FLOOR  DINING ROOM  KITCHEN  WINE BOX ROOM AND 2 BATHROOMS; FIRST FLOOR; DINING ON LEFT SIDE  BAR ON RIGHT SIDE  BATHROOM; BASEMENT; ONE BATHROOM  OFFICE  WINE CELLAR   STORAGE. Capacity breakdown: 1st fl - 50  2nd fl - 70.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALR,CV7 All Alc. Restrict.,,MIDNIGHT,12:30 AM,120,TRESCA RESTAURANT GROUP LLC,,227.0,237.0,  Hanover ST,Boston,MA,2113,"['42.362994', '-71.055043']",42.362994,-71.055043
582,LB-99308,"C & H, INC.",BUS STOP PUB,Food to be available at all times.,Rear emergency exit; in one room on the first floor; cellar for stock and enclose the porch as a part of room on first floor.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,193,"C & H, INC.",,252.0,,  Western AV,Allston,MA,2134,"['42.363164', '-71.132799']",42.363164,-71.132799
583,LB-99709,"BIG BAD DOG, LLC",VITO'S BURRITOS,NONE,54 SALEM STREET; IN ONE ROOM AND A KITCHEN ON THE FIRST FLOOR WITH STORAGE IN THE BASEMENT.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,1:00 AM,1:30 AM,68,"BIG BAD DOG, LLC",,54.0,,  Salem ST,Boston,MA,2113,"['42.363196', '-71.056279']",42.363196,-71.056279
584,LB-99085,"CAFFE PARADISO, INC.",CAFFE PARADISO,,In one room on the first floor with food prep area; basement for stock; one room in the basement for patrons.  Capacity breakdown: 1st fl - 80; basement - 50.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,130,"CAFFE PARADISO, INC.",,255.0,,  Hanover ST,Boston,MA,2113,"['42.363223', '-71.054789']",42.363223,-71.054789
585,LB-99541,"NEPTUNE OYSTER, LLC",NEPTUNE OYSTER,,In one room and kitchen on first floor; basement for stock and storage prep area.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,12:00 AM,12:30 AM,30,"NEPTUNE OYSTER, LLC",,63.0,,  Salem ST,Boston,MA,2113,"['42.36323', '-71.05594']",42.36323,-71.05594
586,LB-99720,"MODERN PASTRY, INC.",MODERN PASTRY,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,IN ONE ROOM AND KITCHEN ON FIRST FLOOR WITH STORAGE IN BASEMENT.  REAR EXIT TO RICHMOND STREET.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,19,"MODERN PASTRY, INC.",,257.0,,  Hanover ST,Boston,MA,2113,"['42.363247', '-71.054762']",42.363247,-71.054762
587,LB-99731,"MODERN PASTRY, INC.",,NONE,ONE ROOM ON THE FIRST FLOOR  STORAGE AND KITCHEN IN THE REAR; ONE ROOM IN THE BASEMENT.  Capacity breakdown: 1st fl - 80; basement - 40. KITCHEN IN BASEMENT.,11/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,94,"MODERN PASTRY, INC",(781)589-6571,261.0,263.0,  Hanover ST,Boston,MA,2113,"['42.36329', '-71.0547']",42.36329,-71.0547
588,LB-98898,"VILLA FRANCESCA'S, INC.",FRANCESCA'S,1. ALCOHOL ONLY WITH FOOD.,IN TWO ROOMS & KITCHEN ON FIRST FLOOR  TWO ROOMS IN BASEMENT WITH STORAGE.  CAPACITY BREAKDOWN: BASEMENT - 44; 1ST FL - 85.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,12:30 AM,1:00 AM,129,"VILLA FRANCESCA'S, INC.",,150.0,,  Richmond ST,Boston,MA,2113,"['42.363348', '-71.054559']",42.363348,-71.054559
589,LB-99606,"GAMBROS, INC.",ERNESTOS PIZZERIA,NONE,ON FIRST FLOOR; IN ONE ROOM; KITCHEN IN THE REAR; EXIT AT THE FRONT; EXIT AT THE REAR IN KITCHEN; STORAGE IN BASEMENT; HANDICAPPED ACCESSIBLE RESTROOM.,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,40,"GAMBROS, INC.",,69.0,,  Salem ST,Boston,MA,2113,"['42.36335', '-71.05584']",42.36335,-71.05584
590,LB-99726,"RABIA'S, INC.",RABIA'S,Malt and Wine with Liqueurs to be served only in conjunction with meals.,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,62,"RABIA'S, INC.",,71.0,73.0,  Salem ST,Boston,MA,2113,"['42.363371', '-71.055799']",42.363371,-71.055799
591,LB-99706,"RISTORANTE LIMONCELLO, INC.",Limoncello Restaurant,NONE,EXITS IN REAR; IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,1:00 AM,1:30 AM,120,"RISTORANTE LIMONCELLO, INC.",,190.0,,  North ST,Boston,MA,2113,"['42.363379', '-71.053961']",42.363379,-71.053961
592,LB-99599,RED D. CORPORATION,RED DOOR,,In one room  with kitchen  storage and bathrooms in basement  front and rear exit.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,19,RED D. CORPORATION,,33.0,,  North SQ,Boston,MA,2113,"['42.3635', '-71.05386']",42.3635,-71.05386
593,LB-99778,"IL PANINO EXPRESS, INC.","QUATTRO RISTORANTE, GRILL & PIZZERIA",1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. CLOSING HOURS: 11:00 P.M.: SUNDAY-THURSDAY & MIDNIGHT: FRIDAY & SATURDAY.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT  ONE ENTRANCE ON HANOVER STREET AND ONE ON PARMENTER STREET.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,48,"IL PANINO EXPRESS, INC.",,264.0,266.0,  Hanover ST,Boston,MA,2113,"['42.363585', '-71.054861']",42.363585,-71.054861
594,LB-99193,JOHNNIE'S ON THE SIDE LLC,West End Johnnie's,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11:00 AM TO NOON.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR  ONE ROOM AND KITCHEN IN BASEMENT.  Capacity breakdown: 1st fl - 234 (135 seated  99 standing); basement - 194 (87 seated  107 standing).,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,446,JOHNNIE'S ON THE SIDE LLC,,138.0,,  Portland ST,Boston,MA,2114,"['42.363627', '-71.06129']",42.363627,-71.06129
595,LB-99595,ANTHONY OLIVIERO & LUIGI SODANO,II NIDO,NONE,On ground floor  dining room  with kitchen  office and storage on lower level.  CAPACITY BREAKDOWN: BASEMENT - 40; 1ST FL - 40.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,80,ANTHONY OLIVIERO & LUIGI SODANO,,257.0,259.0,  North ST,Boston,MA,2113,"['42.363662', '-71.051888']",42.363662,-71.051888
596,LB-99831,CRUDO NORTH END LLC,CRUDO,(BASEMENT 3 STAFF  FIRST FLOOR 28 SEATED AND 3 STANDING  SECOND FLOOR 42 SEATED  3 STANDING),ONE ROOM ON THE FIRST FLOOR DINING AREA WITH 28 SEATS (INCLUDING DINING BAR WITH 10 SEATS); ONE ROOM ON THE SECOND FLOOR DINING AREA WITH APPROXIMATELY 54 SEATS (INCLUDING DINING BAR WITH 10 SEATS); STORAGE ON THIRD FLOOR AND ONE ROOM IN BASEMENT FOR KITCHEN & STORAGE. 11:30 CLOSING SUNDAY & WEDNESD,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,12:30 AM,1:00 AM,76,CRUDO NORTH END LLC,(617)491-8050,78.0,80.0,  Salem ST,Boston,MA,2113,"['42.36369', '-71.05591']",42.36369,-71.05591
597,LB-99431,BRIGHTON R.I CORPORATION,DAYS HOTEL,EXTENDED TO DAYS INN HOTEL ONLY FOR PURPOSE OF ROOM SERVICE WITHIN THE OPERATING HOURS OF THE LICENSE.,IN ONE ROOM ON FIRST FLOOR WITH KITCHEN  STORAGE  AND LOUNGE AREAS IN THE REAR  STORAGE IN THE BASEMENT.  PREMISES TO ALSO INCLUDE 117 ROOMS IN THE EXISTING HOTEL PREMISES FOR THE SERVICE OF FOOD AND ALCOHOLIC BEVERAGE.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,168,BRIGHTON R.I CORPORATION,,1234.0,,  Soldiers Field RD,Brighton,MA,2134,"['42.3637', '-71.13638']",42.3637,-71.13638
598,LB-99707,"PAGLIUCA'S RESTAURANT, INC.",PAGLIUCA'S RESTAURANT,NONE,@14-16 PARMENTER STREET: FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN TWO ROOMS. STORAGE ROOM IN THE BASEMENT; RESTAURANT KITCHEN ON 1ST FLOOR WITH PASSAGEWAY JOINING BOTH. RESTROOMS OFF PASSAGEWAY AND TO INCLUDE ONE ROOM IN BASEMENT.  CAPACITY BREAKD,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,68,"PAGLIUCA'S RESTAURANT, INC.",,14.0,, Parmenter St,Boston,MA,2113,"['42.36375', '-71.05496']",42.36375,-71.05496
599,LB-99753,"SCHIAFFO, INC.",CARMELINA'S,NONE,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; STORAGE AND KITCHEN PREP IN BASEMENT.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,38,"SCHIAFFO, INC.",,307.0,309.0,  Hanover ST,Boston,MA,2113,"['42.36388', '-71.05416']",42.36388,-71.05416
600,LB-101663,"HERSHA HOSPITALITY MANAGEMENT, L.P.",THE BOXER,NONE,IN WHOLE OF SAID  FULL SERVICE  39  100 SF HOTEL WITH RESTAURANT AND LOUNGE AND FOUR ENTRANCES/EXITS.  ALSO  FOR THE APPROVAL OF A HOTEL MANAGEMENT AGREEMENT BETWEEN HHLP BULFINCH LESSEE  LLC AND HERSHA HOSPITALITY MANAGEMENT  L.P.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,"HERSHA HOSPITALITY MANAGEMENT, L.P.",,119.0,,  Merrimac ST,Boston,MA,2114,"['42.363933', '-71.062461']",42.363933,-71.062461
601,LB-99226,"5 NORTH SQUARE, INC.",GENNAROS,NONE,Kitchen  office and storage in basement-2 entrances and exits;  1st floor includes dining room and bar;  2 entrances and exits;  2nd floor includes dining room;  2 entrances and exits;  All entrances and exits located at North Square,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,103,5 NORTH SQUARE INC.,,5.0,,  North SQ,Boston,MA,2113,"['42.36399', '-71.05357']",42.36399,-71.05357
602,LB-98994,"BARRY'S CORNER PROPERTY, LLC",,NONE,Tenant F Space in one room with dining area  bar  kitchen and storage; two (2) entrances/exits with direct access to street level and one (1) entrance/exit from lobby of building occupying 3 771 square feet of space.,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,0,"BARRYS CORNER PROPERTY, LLC",(617)247-3434,219.0,, Western Av,Allston,MA,2134,"['42.364022', '-71.130413']",42.364022,-71.130413
603,LB-99403,"DONAN, INC.",ARTU,,FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN FOUR ROOMS; WITH BAR FOR TEN SEATS.  STORAGE ROOM IN BASEMENT.  RESTAURANT AND KITCHEN ON FIRST FLOOR WITH PASSAGEWAY JOINING DINING ROOMS  4-6-8 PRINCE STREET  BOSTON  MA  02113,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,99,"DONAN, INC.",,4.0,,  Prince ST,Boston,MA,2113,"['42.36405', '-71.05368']",42.36405,-71.05368
604,LB-99729,"TERRAMIA, INC.",TERRAMIA,NONE,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN REAR; ALSO A BASEMENT FOR STOCK.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,39,"TERRAMIA, INC.",,98.0,, Salem St,Boston,MA,2113,"['42.36406', '-71.05574']",42.36406,-71.05574
605,LB-99178,"BUCCELLATI, INC.",MAMA MARIA'S,Close at midnight every night. All patrons out by 12:30 AM.,Side exit for emergency and stock leading to unnumbered exit on Garden Street; in one room and kitchen on first floor; one room on second floor.  Capacity breakdown: 1st fl - 48; 2nd fl - 28.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,MIDNIGHT,12:30 AM,76,"BUCCELLATI, INC.",,3.0,,  North SQ,Boston,MA,2113,"['42.36407', '-71.05331']",42.36407,-71.05331
606,LB-98973,"DAVID N. MURRAY, INDIVIDUAL",THE GRAND CANAL,NONE,In one room on the first floor; basement for stock  kitchen  restrooms office  function rooms and outside patio for 60 patrons seated or 180 patrons standing.,11/29/2013 12:00:00 AM,12/31/2014 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,295,"DAVID N. MURRAY, INDIVIDUAL",,69.0,,  Canal ST,Boston,MA,2114,"['42.36407', '-71.05936']",42.36407,-71.05936
607,LB-99086,"CAFFE VITTORIA, INC.",CAFFE VITTORIA,,Three rooms on the first floor  two rooms in basement plus kitchen area and stock room in basement with an outside patio with eight (8) tables and thirty-two (32) seats.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,181,"CAFFE VITTORIA, INC.",,296.0,,  Hanover ST,Boston,MA,2113,"['42.36414', '-71.05435']",42.36414,-71.05435
608,LB-99204,"107 SALEM RESTAURANT, INC.",BACCO,Trash pickup must be between the hours of 7:00 A.M. &  11:00 P.M. Noise levels to be monitored.,One room and service counter on the first floor  one room on the second floor; basement for storage.  Capacity breakdown: 1st fl - 50; 2nd fl - 65.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,115,"107 Salem Restaurant, Inc.",,107.0,,  Salem ST,Boston,MA,2113,"['42.36418', '-71.05538']",42.36418,-71.05538
609,LB-101657,"LHO ONYX ONE LESSEE, L.L.C.",ONYX HOTEL,NONE,IN WHOLE OF SAID BUILDING.  SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF THE PREMISES.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,"LHO ONYX ONE LESSEE, L.L.C.",,155.0,,  Portland ST,Boston,MA,2114,"['42.36421', '-71.06134']",42.36421,-71.06134
610,LB-99671,"KO CATERING AND PIES, LLC",KO CATERING AND PIES,NONE,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,28,"KO CATERING AND PIES, LLC",,256.0,,  Marginal ST,East Boston,MA,2128,"['42.364227', '-71.032549']",42.364227,-71.032549
611,LB-99710,"L'OSTERIA, INC.",L'OSTERIA,Air conditioner to be turned off by 10 pm.,@104 SALEM STREET: IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR  AND CELLAR FOR STOCK.  CAPACITY BREAKDOWN: 1ST FL - 48; 2ND FL - 30.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,78,"L'OSTERIA, INC.",,,104.0,  Salem ST,Boston,MA,2113,"['42.364299', '-71.055722']",42.364299,-71.055722
612,LB-99004,"BOSTON FOUR WINDS, INC.",FOUR WINDS SEAFOOD-GRILL,,Side entrance in yard; in two rooms and kitchen on first floor; one room on second floor; cellar for stock.  Capacity breakdown: 1st fl - 60; 2nd fl - 100.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,160,"BOSTON FOUR WINDS, INC.",,266.0,,  Commercial ST,Boston,MA,2109,"['42.36432', '-71.05135']",42.36432,-71.05135
613,LB-99711,PUSHCART CAFE,PUSHCART CAFÉ,NONE,115 SALEM STREET; IN ONE ROOM ON THE GROUND FLOOR  STORAGE IN BASEMENT.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,12:00 AM,12:30 AM,48,PUSHCART CAFE,,115.0,,  Salem ST,Boston,MA,2113,"['42.364414', '-71.055372']",42.364414,-71.055372
614,LB-98977,"WEST END DINING, LLC",CAUSEWAY,NONE,In one (1) room  kitchen and storage on ground floor;  in one (1) room on second floor;  basement for storage; entrance and exit on Causeway Street with emergency exit onto Lancaster Street.  First floor only-Standing 48  Bar Stools 16 & Tables & Chairs 36. Second floor-99.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,199,"WEST END DINING, LLC",,65.0,71.0,  Causeway ST,Boston,MA,2114,"['42.364444', '-71.062676']",42.364444,-71.062676
615,LB-99455,"R.J.A. ENTERPRISES, INC.",LA FAMIGLIA RISTORANTE,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,STORAGE AND PREP AREA IN BASEMENT  KITCHEN AND DINING ROOM ON THE FIRST FLOOR  DINING ROOM AND STORAGE ON THE SECOND FLOOR.  CAPACITY BREAKDOWN: 1ST FL - 50; 2ND FL - 75.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,MIDNIGHT,12:30 AM,125,"R.J.A. ENTERPRISES, INC.",,112.0,,  Salem ST,Boston,MA,2113,"['42.36455', '-71.05571']",42.36455,-71.05571
616,LB-99362,MFT CORP.,MFT,,In one room and kitchen on first floor basement for stock.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,11:00 PM,11:30 PM,68,MFT CORP.,,25.0,29.0,  Prince ST,Boston,MA,2113,"['42.364563', '-71.05416']",42.364563,-71.05416
617,LB-98937,"THE NEXT PLACE, LLC",,THE BOARD GRANTED PERMISSION TO SERVE BOTTLE SERVICE.,In one room on the first floor; one room & kitchen on the second floor; one third floor; basement for storage  food and prep area.  Capacity breakdown: 1st fl - 150; mezzanine - 40; 2nd fl - 100; 3rd fl - 150.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,440,"THE NEXT PLACE, LLC",,262.0,266.0,  Friend ST,Boston,MA,2114,"['42.36457', '-71.06144']",42.36457,-71.06144
618,LB-99359,"GALWAY, INC.",THE HARP,1.Open 10:00 A.M on Sundays for the service of food only. 2. 310 persons on daytime and 693 persons on night time.,200 PORTLAND STREET - WITH ENTRANCE AND EXITS ON CAUSEWAY STREET AND PORTLAND STREET WITH FOUR ROOMS AND TWO BAR AREAS ON THE GROUND LEVEL AND FOUR ROOMS AND A KITCHEN WITH THREE STORE ROOMS IN THE LOWER LEVEL.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,693,"GALWAY, INC.",,85.0,,  Causeway ST,Boston,MA,2114,"['42.364591', '-71.062338']",42.364591,-71.062338
619,LB-99560,SJJ CORP.,PANZA,,In one room and kitchen on the first floor; storage in basement.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,45,SJJ CORP.,,326.0,,  Hanover ST,Boston,MA,2113,"['42.364668', '-71.05383']",42.364668,-71.05383
620,LB-99351,"PREZZA, INC.",PREZZA,,IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,98,"PREZZA, INC.",,24.0,,  Fleet ST,Boston,MA,2113,"['42.36467', '-71.05276']",42.36467,-71.05276
621,LB-99712,"BROOK EGG FARM, INC.",LOCONTE'S,1. No bar.  2. Malt and Wine with Liqueurs to be served only in conjunction with meals.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; STORAGE IN REAR AND EXTEND THE DINING ROOM TO THE SECOND FLOOR.  CAPACITY BREAKDOWN: 1ST FL - 76; 2ND FL - 23.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,99,"BROOK EGG FARM, INC.",,116.0,,  Salem ST,Boston,MA,2113,"['42.364676', '-71.055658']",42.364676,-71.055658
622,LB-99229,"FRIAR VENTURES, LLC",HURRICANE O'REILLY'S,1.) ALCOHOL SERVICE WITH FOOD ONLY  2.) 1:00 A.M. CLOSING  3.) PATIO TO BE STAFFED AT ALL TIMES,IN ONE LARGE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR ENTRANCE/EXIT ON CANAL STREET; EMERGENCY EXIT ON SIDE OF BUILDING. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 32 PATRONS.   DPW LAND,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,699,"FRIAR VENTURES, LLC",,150.0,,  Canal ST,Boston,MA,2114,"['42.3648', '-71.0608']",42.3648,-71.0608
623,LB-99824,STREGA PIZZERIA & CAFÉ CORP.,RINA'S,11 PM CLOSING SUNDAY-THURSDAY  MIDNIGHT CLOSING HOUR; FRIDAY  SATURDAY. ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUCTION WITH MEALS.,IN ONE ROOM ON GROUND FLOOR WITH STORAGE IN BASEMENT; ENTRANCE AT 373 HANOVER STREET; EXIT AT REAR AT 371 HANOVER STREET.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,10,STREGA PIZZERIA & CAFÉ CORP.,,371.0,373.0,  Hanover ST,Boston,MA,2113,"['42.36488', '-71.05315']",42.36488,-71.05315
624,LB-99703,"NICOMAR, INC.",STREGA,Malt  wine andliqueurs to be served only in conjunction with meals.,379-381 HANOVER STREET; IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; ONE ROOM IN BASEMENT FOR STORAGE.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,54,"NICOMAR, INC.",,379.0,381.0,  Hanover ST,Boston,MA,2113,"['42.364994', '-71.053067']",42.364994,-71.053067
625,LB-99527,COBBAGE RESTAURANT CORP.,DINO'S,,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,10:00 PM,10:30 PM,18,COBBAGE RESTAURANT CORP.,,141.0,,  Salem ST,Boston,MA,2113,"['42.365059', '-71.055378']",42.365059,-71.055378
626,LB-99686,"LOCALE, INC.",LOCALE,NONE,APPROXIMATELY 800 SQUARE FEET OF SPACE LOCATED ON FIRST FLOOR OF PREMISES WHICH INCLUDES KITCHEN  9 TABLES & 18 SEATS.  ALL ENTRANCE AND EXITS ARE LOCATED ON HANOVER STREET.  CLOSING HOUR SUNDAY-THURSDAY 11:00 AM-11:00 PM.  FRIDAY-SATURDAY 11:00-MIDNIGHT.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,11:00 AM,11:00 PM,11:30,18,"LOCALE, INC.",,350.0,352.0,  Hanover ST,Boston,MA,2113,"['42.36512', '-71.05339']",42.36512,-71.05339
627,LB-99719,LINDA C. LODDO,MAURIZIO'S,NONE,IN ONE ROOM ON FIRST FLOOR USED FOR DINING WITH KITCHEN IN REAR  ONE DINING ROOM IN BASEMENT WITH STORAGE.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,73,LINDA C. LODDO,,364.0,,  Hanover ST,Boston,MA,2113,"['42.365393', '-71.053271']",42.365393,-71.053271
628,LB-99005,"DONATO & GIANNI, LLC",Donato & Gianni,1. Close at 11:30 P.M. 2. Alcoholic Beverages served Only with food orders.3. 1 Bar with 12 seats.,Three (3) rooms and kitchen on basement level.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,11:30 PM,MIDNIGHT,116,"DONATO & GIANNI, LLC",(617)281-2691,326.0,328.0,  Commercial ST,Boston,MA,2109,"['42.3654', '-71.05142']",42.3654,-71.05142
629,LB-99341,"ANFRATTA, LLC",WARD EIGHT,1. ALCOHOLIC BEVERAGES WITH FOOD ONLY. 11:00 AM OPENING ON SUNDAYS FOR BRUNCH.,IN ONE ROOM AND KITCHEN- FIRST FLOOR  BASEMENT FOR STOCK.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,110,"ANFRATTA, LLC",,90.0,,N Washington ST,Boston,MA,2114,"['42.365401', '-71.058669']",42.365401,-71.058669
